block_id,route_id,original_trip_id,direction_id,trip_headsign,shape_id,service_id,trip_id
a_685,N12,23859,1,VIA SARULLO,N121,FE_merged_80004,23859_merged_84992
a_70,102,1585,0,STAZIONE CENTRALE,1020,FR_merged_80003,1585_merged_80695
b_341,364,6549,0,AQUINO,3640,FR_merged_80005,6549_merged_91848
a_25,101,483,1,STADIO,1011,FR_merged_80003,483_merged_84238
b_91,104,1962,0,VIA D. DELLA VERDURA,1040,FR_merged_80005,1962_merged_92053
a_662,EXPR,,1,PARCHEGGIO BASILE,EXPR1,FR_merged_80003,23601
a_27,101,516,1,STADIO,1011,FR_merged_80003,516_merged_82269
b_141,109,2736,0,STAZIONE CENTRALE,1090,FR_merged_80005,2736_merged_90395
a_170,124,3307,0,POLITEAMA,1240,FR_merged_80003,3307_merged_82245
a_599,812,,0,MONTEPELLEGRINO,8120,FR_merged_80003,11401
b_277,241,5307,0,FALSOMIELE,2410,FR_merged_80005,5307_merged_93131
b_645,ARANC,12407,0,INDIPENDENZA,ARANC0,FR_merged_80005,12407_merged_92559
b_720,TRAM1,13388,0,STAZIONE CENTRALE,TRAM10,FR_merged_80005,13388_merged_88130
a_12,101,121,1,STADIO,1011,FE_merged_80004,121_merged_83136
a_379,513,7326,0,S. GIOVANNI APOSTOLO,5130,FR_merged_80003,7326_merged_81882
a_372,462,,1,PARCHEGGIO EMIRI,4621,FR_merged_80003,19982
a_249,234,17859,1,VIA ORETO,2341,FE_merged_80004,17859_merged_83696
a_372,462,,1,PARCHEGGIO EMIRI,4621,FR_merged_80003,19980
a_372,462,,1,PARCHEGGIO EMIRI,4621,FR_merged_80003,19981
a_372,462,,1,PARCHEGGIO EMIRI,4621,FR_merged_80003,19986
a_530,704,9937,0,POLITEAMA,7040,FE_merged_80004,9937_merged_84262
a_372,462,,1,PARCHEGGIO EMIRI,4621,FR_merged_80003,19984
a_372,462,,1,PARCHEGGIO EMIRI,4621,FR_merged_80003,19985
b_243,231,4681,0,POMARA,2310,FR_merged_80005,4681_merged_92973
a_140,109,16063,1,PARCHEGGIO BASILE,1091,FR_merged_80003,16063_merged_80128
a_372,462,,1,PARCHEGGIO EMIRI,4621,FR_merged_80003,19988
a_372,462,,1,PARCHEGGIO EMIRI,4621,FR_merged_80003,19989
a_220,226,4264,0,POMARA,2260,FE_merged_80004,4264_merged_84846
b_82,103,1808,0,PORTA FELICE,1030,FR_merged_80005,1808_merged_92292
b_251,234,,0,STAZIONE CENTRALE,2340,FR_merged_80005,4794
a_2,100,11,0,TOMMASO NATALE,1000,FR_merged_80003,11_merged_84221
a_222,226,,1,VIALE DEI PICCIOTTI,2261,FR_merged_80003,17468
a_222,226,,1,VIALE DEI PICCIOTTI,2261,FR_merged_80003,17467
a_222,226,,1,VIALE DEI PICCIOTTI,2261,FR_merged_80003,17466
a_222,226,,1,VIALE DEI PICCIOTTI,2261,FR_merged_80003,17465
a_594,812,11320,0,MONTEPELLEGRINO,8120,FE_merged_80004,11320_merged_82358
a_222,226,,1,VIALE DEI PICCIOTTI,2261,FR_merged_80003,17463
a_222,226,,1,VIALE DEI PICCIOTTI,2261,FR_merged_80003,17462
a_222,226,,1,VIALE DEI PICCIOTTI,2261,FR_merged_80003,17461
a_222,226,,1,VIALE DEI PICCIOTTI,2261,FR_merged_80003,17460
a_482,625,8911,0,BORGO NUOVO,6250,FE_merged_80004,8911_merged_84594
a_659,EXPR,12681,0,INDIPENDENZA,EXPR0,FE_merged_80004,12681_merged_85693
b_359,422,19733,1,PARCHEGGIO EMIRI,4221,FR_merged_80005,19733_merged_89868
a_532,704,9973,0,POLITEAMA,7040,FR_merged_80003,9973_merged_83752
a_605,84,11536,0,VALDESI,840,FE_merged_80004,11536_merged_82988
a_715,TRAM1,13303,0,STAZIONE CENTRALE,TRAM10,FE_merged_80004,13303_merged_80826
b_643,ARANC,12382,0,INDIPENDENZA,ARANC0,FE_merged_80006,12382_merged_93344
a_718,TRAM1,,1,ROCCELLA,TRAM11,FE_merged_80004,13375
b_502,628,9316,0,STADIO,6280,FR_merged_80005,9316_merged_91785
b_534,704,9994,0,POLITEAMA,7040,FR_merged_80005,9994_merged_92231
a_752,TRAM3,14347,1,CEP,TRAM31,FR_merged_80003,14347_merged_80203
b_295,246,18659,1,OSPEDALE CIVICO,2461,FR_merged_80005,18659_merged_91232
a_170,124,3318,0,POLITEAMA,1240,FR_merged_80003,3318_merged_85783
b_559,806,10462,1,POLITEAMA,8061,FE_merged_80006,10462_merged_91347
b_562,806,10549,1,POLITEAMA,8061,FE_merged_80006,10549_merged_89939
b_715,TRAM1,13269,0,STAZIONE CENTRALE,TRAM10,FE_merged_80006,13269_merged_92064
a_385,529,20207,1,JOHN LENNON,5291,FE_merged_80004,20207_merged_82819
b_69,102,1564,0,STAZIONE CENTRALE,1020,FR_merged_80005,1564_merged_93516
b_341,364,,1,PARCHEGGIO BASILE,3641,FR_merged_80005,19454
a_33,101,663,1,STADIO,1011,FR_merged_80003,663_merged_82697
a_28,101,558,1,STADIO,1011,FR_merged_80003,558_merged_81771
a_185,209,3599,0,FALSOMIELE,2090,FE_merged_80004,3599_merged_81030
a_496,628,9206,0,STADIO,6280,FE_merged_80004,9206_merged_86659
b_250,234,4790,0,STAZIONE CENTRALE,2340,FE_merged_80006,4790_merged_90879
b_185,209,3609,0,FALSOMIELE,2090,FE_merged_80006,3609_merged_88019
b_179,134,16751,1,JOHN LENNON,1341,FR_merged_80005,16751_merged_90478
b_242,231,17715,1,STAZIONE CENTRALE,2311,FR_merged_80005,17715_merged_88147
b_623,87,11952,0,PARTANNA MONDELLO,870,FE_merged_80006,11952_merged_89703
b_386,529,,1,JOHN LENNON,5291,FE_merged_80006,20178
a_104,106,2183,0,STADIO,1060,FR_merged_80003,2183_merged_80362
b_386,529,,1,JOHN LENNON,5291,FE_merged_80006,20176
b_458,616,,0,BARCARELLO,6160,FE_merged_80006,8523
a_228,230,4454,0,VILLACIAMBRA,2300,FE_merged_80004,4454_merged_80713
b_386,529,,1,JOHN LENNON,5291,FE_merged_80006,20173
b_386,529,,1,JOHN LENNON,5291,FE_merged_80006,20172
a_366,442,,1,PARCHEGGIO EMIRI,4421,FR_merged_80003,19874
b_341,364,,1,PARCHEGGIO BASILE,3641,FR_merged_80005,19455
a_295,246,5692,0,STAZIONE CENTRALE,2460,FR_merged_80003,5692_merged_86084
b_597,812,11359,0,MONTEPELLEGRINO,8120,FR_merged_80005,11359_merged_92245
b_602,812,11437,1,PORTO,8121,FR_merged_80005,11437_merged_88027
a_402,544,7771,0,MONDELLO,5440,FE_merged_80004,7771_merged_80739
a_377,513,7286,0,S. GIOVANNI APOSTOLO,5130,FE_merged_80004,7286_merged_84651
a_750,TRAM3,14310,0,STAZ. NOTARBARTOLO,TRAM30,FE_merged_80004,14310_merged_84202
b_30,101,594,1,STADIO,1011,FR_merged_80005,594_merged_88079
b_185,209,,1,PARCHEGGIO ORETO,2091,FE_merged_80006,16847
a_395,534,7647,0,BAIDA,5340,FE_merged_80004,7647_merged_86731
a_209,224,4067,1,POMARA,2241,FE_merged_80004,4067_merged_81242
a_559,806,10488,1,POLITEAMA,8061,FE_merged_80004,10488_merged_86225
b_642,ARANC,12359,0,INDIPENDENZA,ARANC0,FE_merged_80006,12359_merged_89532
b_458,616,,0,BARCARELLO,6160,FE_merged_80006,8522
a_230,230,4477,0,VILLACIAMBRA,2300,FR_merged_80003,4477_merged_82127
b_341,364,,1,PARCHEGGIO BASILE,3641,FR_merged_80005,19456
a_701,N21,13128,0,BRANCACCIO,N210,FE_merged_80004,13128_merged_84191
b_185,209,,1,PARCHEGGIO ORETO,2091,FE_merged_80006,16849
b_470,619,,1,STADIO,6191,FE_merged_80006,21232
b_347,380,6682,0,MOLARA,3800,FR_merged_80005,6682_merged_88731
b_643,ARANC,12373,0,INDIPENDENZA,ARANC0,FE_merged_80006,12373_merged_89784
a_252,234,4815,0,STAZIONE CENTRALE,2340,FR_merged_80003,4815_merged_85141
b_593,812,11295,0,MONTEPELLEGRINO,8120,FE_merged_80006,11295_merged_90358
b_517,645,,1,STADIO,6451,FR_merged_80005,21579
b_533,704,,0,POLITEAMA,7040,FR_merged_80005,9981
a_30,101,598,0,STAZIONE CENTRALE,1010,FR_merged_80003,598_merged_81320
a_633,88,,0,PUNTA MATESE,880,FR_merged_80003,12179
b_28,101,541,1,STADIO,1011,FR_merged_80005,541_merged_92078
b_567,806,10669,0,MONDELLO,8060,FR_merged_80005,10669_merged_88143
a_32,101,658,0,STAZIONE CENTRALE,1010,FR_merged_80003,658_merged_86527
b_294,246,5669,0,STAZIONE CENTRALE,2460,FR_merged_80005,5669_merged_90692
a_385,529,20209,1,JOHN LENNON,5291,FE_merged_80004,20209_merged_83709
a_358,422,6929,0,BORGO NUOVO,4220,FR_merged_80003,6929_merged_81427
b_152,110,,1,JOHN LENNON,1101,FR_merged_80005,16275
b_408,544,7845,0,MONDELLO,5440,FR_merged_80005,7845_merged_91855
a_242,231,4663,0,POMARA,2310,FR_merged_80003,4663_merged_86457
b_558,806,,1,POLITEAMA,8061,FE_merged_80006,10445
b_558,806,,0,MONDELLO,8060,FE_merged_80006,10440
b_648,ARANC,23269,1,PORTA FELICE,ARANC1,FR_merged_80005,23269_merged_88230
b_558,806,,0,MONDELLO,8060,FE_merged_80006,10442
b_558,806,,1,POLITEAMA,8061,FE_merged_80006,10443
a_525,675,,1,STADIO,6751,FR_merged_80003,21776
a_525,675,,1,STADIO,6751,FR_merged_80003,21777
a_524,675,,1,STADIO,6751,FR_merged_80003,21774
a_332,327,6371,0,INDIPENDENZA,3270,FE_merged_80004,6371_merged_83662
a_14,101,198,0,STAZIONE CENTRALE,1010,FE_merged_80004,198_merged_80893
a_524,675,,1,STADIO,6751,FR_merged_80003,21773
a_524,675,,1,STADIO,6751,FR_merged_80003,21770
a_524,675,,1,STADIO,6751,FR_merged_80003,21771
b_419,603,7991,0,MONDELLO,6030,FE_merged_80006,7991_merged_92164
b_232,230,17587,1,STAZIONE CENTRALE,2301,FR_merged_80005,17587_merged_91436
b_625,87,11986,0,PARTANNA MONDELLO,870,FR_merged_80005,11986_merged_91446
b_523,675,9756,0,OSPEDALE CERVELLO,6750,FE_merged_80006,9756_merged_86934
a_525,675,,1,STADIO,6751,FR_merged_80003,21778
a_525,675,,1,STADIO,6751,FR_merged_80003,21779
b_751,TRAM3,14297,0,STAZ. NOTARBARTOLO,TRAM30,FE_merged_80006,14297_merged_91713
a_572,806,10808,0,MONDELLO,8060,FR_merged_80003,10808_merged_85989
a_523,675,9766,0,OSPEDALE CERVELLO,6750,FE_merged_80004,9766_merged_83659
a_659,EXPR,12665,0,INDIPENDENZA,EXPR0,FE_merged_80004,12665_merged_85984
b_220,226,4264,0,POMARA,2260,FE_merged_80006,4264_merged_91609
a_483,625,8937,0,BORGO NUOVO,6250,FE_merged_80004,8937_merged_85437
a_647,ARANC,12461,0,INDIPENDENZA,ARANC0,FR_merged_80003,12461_merged_80732
b_266,237,18052,1,PARCHEGGIO ORETO,2371,FR_merged_80005,18052_merged_92629
b_138,109,2669,0,STAZIONE CENTRALE,1090,FE_merged_80006,2669_merged_90918
b_608,84,22432,1,MONDELLO (TORRE),841,FR_merged_80005,22432_merged_91499
a_19,101,325,1,STADIO,1011,FR_merged_80003,325_merged_84886
b_152,110,2983,0,INDIPENDENZA,1100,FR_merged_80005,2983_merged_88882
a_604,84,22406,1,MONDELLO (TORRE),841,FE_merged_80004,22406_merged_81002
b_616,85,11804,0,VALDESI,850,FE_merged_80006,11804_merged_90829
a_561,806,10543,0,MONDELLO,8060,FE_merged_80004,10543_merged_83173
b_340,364,6533,0,AQUINO,3640,FE_merged_80006,6533_merged_91741
b_634,88,23000,1,PUNTA BARCARELLO,881,FR_merged_80005,23000_merged_90860
b_471,619,,1,STADIO,6191,FE_merged_80006,21244
b_359,422,19736,1,PARCHEGGIO EMIRI,4221,FR_merged_80005,19736_merged_89865
a_160,118,3140,0,STAZ. NOTARBARTOLO,1180,FR_merged_80003,3140_merged_84429
a_660,EXPR,23531,1,PARCHEGGIO BASILE,EXPR1,FE_merged_80004,23531_merged_83305
a_67,102,14956,1,STAZ. NOTARBARTOLO,1021,FR_merged_80003,14956_merged_82468
b_320,309,6185,0,ROCCA,3090,FR_merged_80005,6185_merged_87152
b_65,102,1492,0,STAZIONE CENTRALE,1020,FE_merged_80006,1492_merged_92324
b_549,731,10278,0,CROCI,7310,FR_merged_80005,10278_merged_92900
a_605,84,22436,1,MONDELLO (TORRE),841,FE_merged_80004,22436_merged_84733
a_421,603,8028,0,MONDELLO,6030,FR_merged_80003,8028_merged_83533
b_497,628,9198,1,SFERRACAVALLO,6281,FE_merged_80006,9198_merged_87173
b_303,304,18854,1,INDIPENDENZA,3041,FR_merged_80005,18854_merged_88525
b_27,101,,1,STADIO,1011,FR_merged_80005,513
b_249,234,,1,VIA ORETO,2341,FE_merged_80006,17817
a_525,675,,1,STADIO,6751,FR_merged_80003,21790
a_281,243,18450,1,STAZIONE CENTRALE,2431,FE_merged_80004,18450_merged_85159
b_18,101,298,1,STADIO,1011,FR_merged_80005,298_merged_88487
a_760,TRAM4,14605,0,CALATAFIMI,TRAM40,FE_merged_80004,14605_merged_86603
a_264,237,18038,1,PARCHEGGIO ORETO,2371,FE_merged_80004,18038_merged_85938
a_395,534,7646,0,BAIDA,5340,FE_merged_80004,7646_merged_86732
a_303,304,5879,0,VILLA TASCA,3040,FR_merged_80003,5879_merged_81600
a_760,TRAM4,14599,0,CALATAFIMI,TRAM40,FE_merged_80004,14599_merged_86383
a_177,134,3456,0,PIAZZA XIII VITTIME,1340,FE_merged_80004,3456_merged_80929
a_160,118,3146,0,STAZ. NOTARBARTOLO,1180,FR_merged_80003,3146_merged_86382
a_29,101,,1,STADIO,1011,FR_merged_80003,585
b_199,212,,0,CROCEVERDE,2120,FR_merged_80005,3895
a_177,134,16758,1,JOHN LENNON,1341,FE_merged_80004,16758_merged_83993
b_532,704,9954,0,POLITEAMA,7040,FR_merged_80005,9954_merged_90740
b_470,619,,1,STADIO,6191,FE_merged_80006,21231
b_17,101,272,1,STADIO,1011,FE_merged_80006,272_merged_86919
a_525,675,,1,STADIO,6751,FR_merged_80003,21794
a_570,806,10762,0,MONDELLO,8060,FR_merged_80003,10762_merged_80298
a_282,243,5429,0,BONAGIA,2430,FE_merged_80004,5429_merged_85056
a_525,675,,1,STADIO,6751,FR_merged_80003,21795
b_19,101,319,1,STADIO,1011,FR_merged_80005,319_merged_87843
b_348,380,19609,1,PARCHEGGIO BASILE,3801,FR_merged_80005,19609_merged_92115
a_441,614,20978,1,STADIO,6141,FE_merged_80004,20978_merged_82790
a_525,675,,1,STADIO,6751,FR_merged_80003,21796
a_190,210,3739,0,VIALE DEI PICCIOTTI,2100,FE_merged_80004,3739_merged_82863
b_718,TRAM1,13339,1,ROCCELLA,TRAM11,FE_merged_80006,13339_merged_91086
b_524,675,9780,0,OSPEDALE CERVELLO,6750,FR_merged_80005,9780_merged_91691
a_525,675,,1,STADIO,6751,FR_merged_80003,21797
a_499,628,9260,0,STADIO,6280,FR_merged_80003,9260_merged_83256
a_33,101,673,1,STADIO,1011,FR_merged_80003,673_merged_86266
a_571,806,10792,1,POLITEAMA,8061,FR_merged_80003,10792_merged_82568
a_771,224P,4100,0,STAZIONE CENTRALE,224P0,FR_merged_80003,4100_merged_82955
b_281,243,5394,0,BONAGIA,2430,FE_merged_80006,5394_merged_90822
a_659,EXPR,23501,1,PARCHEGGIO BASILE,EXPR1,FE_merged_80004,23501_merged_80565
b_334,327,19336,1,BOCCADIFALCO,3271,FR_merged_80005,19336_merged_86868
a_240,231,17718,1,STAZIONE CENTRALE,2311,FE_merged_80004,17718_merged_81388
a_432,606,8182,0,MONDELLO,6060,FE_merged_80004,8182_merged_83958
b_340,364,6518,0,AQUINO,3640,FE_merged_80006,6518_merged_88799
b_720,TRAM1,13393,1,ROCCELLA,TRAM11,FR_merged_80005,13393_merged_89803
b_140,109,2710,0,STAZIONE CENTRALE,1090,FR_merged_80005,2710_merged_90621
a_420,603,8015,0,MONDELLO,6030,FE_merged_80004,8015_merged_80656
b_268,237,18112,1,PARCHEGGIO ORETO,2371,FR_merged_80005,18112_merged_91619
a_404,544,7792,0,MONDELLO,5440,FE_merged_80004,7792_merged_82336
a_2,100,18,0,TOMMASO NATALE,1000,FR_merged_80003,18_merged_83952
a_598,812,11382,0,MONTEPELLEGRINO,8120,FR_merged_80003,11382_merged_81706
a_101,106,2131,0,STADIO,1060,FE_merged_80004,2131_merged_82880
b_461,616,,1,STADIO,6161,FR_merged_80005,8561
a_309,307,6016,0,BORGO NUOVO,3070,FR_merged_80003,6016_merged_83251
b_741,TRAM2,,0,STAZ. NOTARBARTOLO,TRAM20,FE_merged_80006,13971
a_303,304,5869,0,VILLA TASCA,3040,FR_merged_80003,5869_merged_81306
a_66,102,1518,0,STAZIONE CENTRALE,1020,FE_merged_80004,1518_merged_83209
a_641,ARANC,23221,1,PORTA FELICE,ARANC1,FE_merged_80004,23221_merged_80719
b_742,TRAM2,,1,BORGO NUOVO,TRAM21,FE_merged_80006,13975
b_67,102,1532,0,STAZIONE CENTRALE,1020,FR_merged_80005,1532_merged_91340
b_742,TRAM2,,1,BORGO NUOVO,TRAM21,FE_merged_80006,13977
b_21,101,381,1,STADIO,1011,FR_merged_80005,381_merged_90336
b_742,TRAM2,,1,BORGO NUOVO,TRAM21,FE_merged_80006,13979
b_742,TRAM2,,0,STAZ. NOTARBARTOLO,TRAM20,FE_merged_80006,13978
a_503,628,9347,1,SFERRACAVALLO,6281,FR_merged_80003,9347_merged_85177
b_648,ARANC,12465,0,INDIPENDENZA,ARANC0,FR_merged_80005,12465_merged_87491
a_32,101,657,1,STADIO,1011,FR_merged_80003,657_merged_85250
a_633,88,12192,0,PUNTA MATESE,880,FR_merged_80003,12192_merged_86433
a_563,806,10572,1,POLITEAMA,8061,FE_merged_80004,10572_merged_80180
a_307,307,5994,0,BORGO NUOVO,3070,FE_merged_80004,5994_merged_80755
b_594,812,11308,0,MONTEPELLEGRINO,8120,FE_merged_80006,11308_merged_89378
a_82,103,1797,0,PORTA FELICE,1030,FR_merged_80003,1797_merged_82914
b_594,812,11305,1,PORTO,8121,FE_merged_80006,11305_merged_89385
b_285,243,18476,1,STAZIONE CENTRALE,2431,FR_merged_80005,18476_merged_91685
a_347,380,6674,0,MOLARA,3800,FR_merged_80003,6674_merged_86188
a_720,TRAM1,13430,0,STAZIONE CENTRALE,TRAM10,FR_merged_80003,13430_merged_86100
b_564,806,10584,0,MONDELLO,8060,FE_merged_80006,10584_merged_91453
b_660,EXPR,,1,PARCHEGGIO BASILE,EXPR1,FE_merged_80006,23467
b_116,107,15682,1,STAZIONE CENTRALE,1071,FR_merged_80005,15682_merged_93183
a_240,231,4618,0,POMARA,2310,FE_merged_80004,4618_merged_82982
a_197,212,3869,0,CROCEVERDE,2120,FE_merged_80004,3869_merged_85820
b_395,534,7638,0,BAIDA,5340,FE_merged_80006,7638_merged_89689
b_618,85,11832,0,VALDESI,850,FR_merged_80005,11832_merged_87313
a_404,544,7798,0,MONDELLO,5440,FE_merged_80004,7798_merged_82332
b_660,EXPR,,1,PARCHEGGIO BASILE,EXPR1,FE_merged_80006,23469
b_15,101,229,0,STAZIONE CENTRALE,1010,FE_merged_80006,229_merged_87316
a_284,243,,1,STAZIONE CENTRALE,2431,FR_merged_80003,18505
b_569,806,10722,1,POLITEAMA,8061,FR_merged_80005,10722_merged_93336
b_421,603,,1,STADIO,6031,FR_merged_80005,20629
b_140,109,2714,0,STAZIONE CENTRALE,1090,FR_merged_80005,2714_merged_90625
a_495,628,9172,1,SFERRACAVALLO,6281,FE_merged_80004,9172_merged_83883
a_284,243,,1,STAZIONE CENTRALE,2431,FR_merged_80003,18507
a_17,101,264,1,STADIO,1011,FE_merged_80004,264_merged_83242
b_117,107,2357,0,STADIO,1070,FR_merged_80005,2357_merged_89624
a_431,606,8154,0,MONDELLO,6060,FE_merged_80004,8154_merged_81917
a_303,304,,0,VILLA TASCA,3040,FR_merged_80003,5890
a_264,237,18041,1,PARCHEGGIO ORETO,2371,FE_merged_80004,18041_merged_83294
b_276,241,5292,0,FALSOMIELE,2410,FR_merged_80005,5292_merged_92175
b_590,812,,0,MONTEPELLEGRINO,8120,FE_merged_80006,11232
b_590,812,,1,PORTO,8121,FE_merged_80006,11233
b_590,812,,0,MONTEPELLEGRINO,8120,FE_merged_80006,11234
b_340,364,6521,0,AQUINO,3640,FE_merged_80006,6521_merged_88175
b_590,812,,0,MONTEPELLEGRINO,8120,FE_merged_80006,11236
b_30,101,588,1,STADIO,1011,FR_merged_80005,588_merged_91592
b_388,529,20209,1,JOHN LENNON,5291,FR_merged_80005,20209_merged_90472
b_126,108,,1,OSPEDALE CIVICO,1081,FE_merged_80006,15804
b_114,107,2320,0,STADIO,1070,FE_merged_80006,2320_merged_93427
b_549,731,10272,0,CROCI,7310,FR_merged_80005,10272_merged_92897
a_240,231,4627,0,POMARA,2310,FE_merged_80004,4627_merged_80926
a_566,806,10648,0,MONDELLO,8060,FR_merged_80003,10648_merged_81122
b_662,EXPR,12752,0,INDIPENDENZA,EXPR0,FR_merged_80005,12752_merged_88121
a_267,237,5057,0,STAZIONE CENTRALE,2370,FR_merged_80003,5057_merged_80289
b_129,108,2533,0,POLITEAMA,1080,FR_merged_80005,2533_merged_87278
b_459,616,8542,0,BARCARELLO,6160,FE_merged_80006,8542_merged_87435
b_604,84,,1,MONDELLO (TORRE),841,FE_merged_80006,22339
a_242,231,,0,POMARA,2310,FR_merged_80003,4665
b_486,625,,1,STADIO,6251,FR_merged_80005,21473
b_604,84,,1,MONDELLO (TORRE),841,FE_merged_80006,22336
b_604,84,,1,MONDELLO (TORRE),841,FE_merged_80006,22335
b_604,84,,1,MONDELLO (TORRE),841,FE_merged_80006,22334
b_604,84,,1,MONDELLO (TORRE),841,FE_merged_80006,22333
b_604,84,,1,MONDELLO (TORRE),841,FE_merged_80006,22332
b_604,84,,1,MONDELLO (TORRE),841,FE_merged_80006,22331
b_604,84,,1,MONDELLO (TORRE),841,FE_merged_80006,22330
a_430,606,8134,0,MONDELLO,6060,FE_merged_80004,8134_merged_85893
b_160,118,3143,0,STAZ. NOTARBARTOLO,1180,FR_merged_80005,3143_merged_93142
a_91,104,1971,0,VIA D. DELLA VERDURA,1040,FR_merged_80003,1971_merged_82004
b_151,110,2955,0,INDIPENDENZA,1100,FR_merged_80005,2955_merged_92693
a_595,812,11332,1,PORTO,8121,FR_merged_80003,11332_merged_85674
a_281,243,18455,1,STAZIONE CENTRALE,2431,FE_merged_80004,18455_merged_85162
a_142,109,2757,0,STAZIONE CENTRALE,1090,FR_merged_80003,2757_merged_84435
b_264,237,4984,0,STAZIONE CENTRALE,2370,FE_merged_80006,4984_merged_93381
b_524,675,9775,0,OSPEDALE CERVELLO,6750,FR_merged_80005,9775_merged_89295
a_101,106,2142,0,STADIO,1060,FE_merged_80004,2142_merged_85732
b_222,226,17413,1,VIALE DEI PICCIOTTI,2261,FR_merged_80005,17413_merged_91429
a_518,645,21665,1,STADIO,6451,FR_merged_80003,21665_merged_84278
b_771,224P,4106,0,STAZIONE CENTRALE,224P0,FR_merged_80005,4106_merged_89724
b_152,110,2992,0,INDIPENDENZA,1100,FR_merged_80005,2992_merged_92220
a_28,101,559,0,STAZIONE CENTRALE,1010,FR_merged_80003,559_merged_81770
a_268,237,5078,0,STAZIONE CENTRALE,2370,FR_merged_80003,5078_merged_83149
b_179,134,3501,0,PIAZZA XIII VITTIME,1340,FR_merged_80005,3501_merged_93189
b_208,224,4050,1,POMARA,2241,FE_merged_80006,4050_merged_91294
b_81,103,,1,JOHN LENNON,1031,FR_merged_80005,15154
a_276,241,5284,0,FALSOMIELE,2410,FR_merged_80003,5284_merged_82082
b_208,224,,0,STAZIONE CENTRALE,2240,FE_merged_80006,17261
b_191,210,,1,PARCHEGGIO ORETO,2101,FR_merged_80005,16993
b_24,101,451,1,STADIO,1011,FR_merged_80005,451_merged_88182
b_569,806,10728,1,POLITEAMA,8061,FR_merged_80005,10728_merged_93328
b_209,224,,0,STAZIONE CENTRALE,2240,FE_merged_80006,17275
a_604,84,22417,1,MONDELLO (TORRE),841,FE_merged_80004,22417_merged_84517
a_387,529,7477,0,OSPEDALE CERVELLO,5290,FR_merged_80003,7477_merged_86648
b_524,675,,1,STADIO,6751,FR_merged_80005,21698
b_645,ARANC,23209,1,PORTA FELICE,ARANC1,FR_merged_80005,23209_merged_87728
a_1,100,9,0,TOMMASO NATALE,1000,FR_merged_80003,9_merged_84193
b_370,462,7148,0,BAIDA,4620,FE_merged_80006,7148_merged_87330
b_127,108,,1,OSPEDALE CIVICO,1081,FE_merged_80006,15818
b_208,224,,0,STAZIONE CENTRALE,2240,FE_merged_80006,17262
b_342,364,6564,0,AQUINO,3640,FR_merged_80005,6564_merged_92090
b_295,246,5685,0,STAZIONE CENTRALE,2460,FR_merged_80005,5685_merged_89491
b_141,109,16044,1,PARCHEGGIO BASILE,1091,FR_merged_80005,16044_merged_92856
b_662,EXPR,23530,1,PARCHEGGIO BASILE,EXPR1,FR_merged_80005,23530_merged_90067
b_473,619,,1,STADIO,6191,FR_merged_80005,21282
a_659,EXPR,12682,0,INDIPENDENZA,EXPR0,FE_merged_80004,12682_merged_85694
b_252,234,4813,0,STAZIONE CENTRALE,2340,FR_merged_80005,4813_merged_91898
b_499,628,9258,0,STADIO,6280,FR_merged_80005,9258_merged_86802
a_140,109,2714,0,STAZIONE CENTRALE,1090,FR_merged_80003,2714_merged_83862
b_117,107,15690,1,STAZIONE CENTRALE,1071,FR_merged_80005,15690_merged_87954
b_127,108,,1,OSPEDALE CIVICO,1081,FE_merged_80006,15819
a_265,237,18079,1,PARCHEGGIO ORETO,2371,FE_merged_80004,18079_merged_86376
a_418,603,7987,0,MONDELLO,6030,FE_merged_80004,7987_merged_84426
a_170,124,,1,PARCHEGGIO EMIRI,1241,FR_merged_80003,16618
b_342,364,19475,1,PARCHEGGIO BASILE,3641,FR_merged_80005,19475_merged_91265
b_625,87,11991,0,PARTANNA MONDELLO,870,FR_merged_80005,11991_merged_87928
a_2,100,13,0,TOMMASO NATALE,1000,FR_merged_80003,13_merged_83530
a_170,124,,1,PARCHEGGIO EMIRI,1241,FR_merged_80003,16612
a_170,124,,1,PARCHEGGIO EMIRI,1241,FR_merged_80003,16611
a_169,124,,1,PARCHEGGIO EMIRI,1241,FR_merged_80003,16610
a_170,124,,1,PARCHEGGIO EMIRI,1241,FR_merged_80003,16617
a_170,124,,1,PARCHEGGIO EMIRI,1241,FR_merged_80003,16616
a_170,124,,1,PARCHEGGIO EMIRI,1241,FR_merged_80003,16615
a_379,513,7322,0,S. GIOVANNI APOSTOLO,5130,FR_merged_80003,7322_merged_81885
b_752,TRAM3,14310,0,STAZ. NOTARBARTOLO,TRAM30,FR_merged_80005,14310_merged_90965
b_177,134,3456,0,PIAZZA XIII VITTIME,1340,FE_merged_80006,3456_merged_87692
a_662,EXPR,,0,INDIPENDENZA,EXPR0,FR_merged_80003,12769
a_662,EXPR,,0,INDIPENDENZA,EXPR0,FR_merged_80003,12768
b_761,TRAM4,23963,1,STAZ. NOTARBARTOLO,TRAM41,FR_merged_80005,23963_merged_87646
a_674,N11_merged_80001,23798,1,CASA DEL  SOLE,N111,FR_merged_80003,23798_merged_83926
b_265,237,4994,0,STAZIONE CENTRALE,2370,FE_merged_80006,4994_merged_92295
b_254,234,17874,1,VIA ORETO,2341,FR_merged_80005,17874_merged_89826
b_615,85,,1,PARCHEGGIO GALATEA,851,FE_merged_80006,22599
