block_id,route_id,original_trip_id,direction_id,trip_headsign,shape_id,service_id,trip_id
a_88,104,15317,1,PARCHEGGIO BASILE,1041,FE_merged_80004,15317_merged_83536
b_715,TRAM1,13257,0,STAZIONE CENTRALE,TRAM10,FE_merged_80006,13257_merged_88997
b_644,ARANC,23193,1,PORTA FELICE,ARANC1,FR_merged_80005,23193_merged_91839
b_500,628,9281,1,SFERRACAVALLO,6281,FR_merged_80005,9281_merged_88861
a_228,230,17581,1,STAZIONE CENTRALE,2301,FE_merged_80004,17581_merged_84675
b_186,209,,1,PARCHEGGIO ORETO,2091,FR_merged_80005,16884
b_405,544,,1,JOHN LENNON,5441,FR_merged_80005,20476
a_168,124,16585,1,PARCHEGGIO EMIRI,1241,FE_merged_80004,16585_merged_82168
b_3,100,,1,VIA ORETO,1001,FR_merged_80005,14753
a_333,327,,1,BOCCADIFALCO,3271,FR_merged_80003,19348
a_562,806,10564,0,MONDELLO,8060,FE_merged_80004,10564_merged_83415
a_346,380,,1,PARCHEGGIO BASILE,3801,FE_merged_80004,19618
a_346,380,,1,PARCHEGGIO BASILE,3801,FE_merged_80004,19619
a_332,327,,1,BOCCADIFALCO,3271,FE_merged_80004,19344
a_346,380,,1,PARCHEGGIO BASILE,3801,FE_merged_80004,19617
a_333,327,,1,BOCCADIFALCO,3271,FR_merged_80003,19346
a_333,327,,1,BOCCADIFALCO,3271,FR_merged_80003,19347
a_332,327,,1,BOCCADIFALCO,3271,FE_merged_80004,19340
a_568,806,10716,0,MONDELLO,8060,FR_merged_80003,10716_merged_83504
a_103,106,2173,0,STADIO,1060,FR_merged_80003,2173_merged_82426
a_332,327,,1,BOCCADIFALCO,3271,FE_merged_80004,19343
a_265,237,18072,1,PARCHEGGIO ORETO,2371,FE_merged_80004,18072_merged_86387
a_170,124,,1,PARCHEGGIO EMIRI,1241,FR_merged_80003,16613
a_517,645,21660,1,STADIO,6451,FR_merged_80003,21660_merged_84273
a_356,422,6884,0,BORGO NUOVO,4220,FE_merged_80004,6884_merged_82484
b_524,675,9787,0,OSPEDALE CERVELLO,6750,FR_merged_80005,9787_merged_91698
b_23,101,418,1,STADIO,1011,FR_merged_80005,418_merged_91602
b_569,806,10721,0,MONDELLO,8060,FR_merged_80005,10721_merged_93334
b_721,TRAM1,13409,0,STAZIONE CENTRALE,TRAM10,FR_merged_80005,13409_merged_89082
b_713,TRAM1,,1,ROCCELLA,TRAM11,FE_merged_80006,13208
a_318,309,,0,ROCCA,3090,FE_merged_80004,6164
a_661,EXPR,,0,INDIPENDENZA,EXPR0,FR_merged_80003,12737
a_560,806,10512,0,MONDELLO,8060,FE_merged_80004,10512_merged_80419
b_232,230,,0,VILLACIAMBRA,2300,FR_merged_80005,4499
b_485,625,8955,0,BORGO NUOVO,6250,FR_merged_80005,8955_merged_89740
a_562,806,10558,0,MONDELLO,8060,FE_merged_80004,10558_merged_86725
a_660,EXPR,12707,0,INDIPENDENZA,EXPR0,FE_merged_80004,12707_merged_85119
b_486,625,8982,0,BORGO NUOVO,6250,FR_merged_80005,8982_merged_88965
b_192,210,3777,0,VIALE DEI PICCIOTTI,2100,FR_merged_80005,3777_merged_90137
a_423,603,20730,1,STADIO,6031,FR_merged_80003,20730_merged_80143
b_160,118,3134,0,STAZ. NOTARBARTOLO,1180,FR_merged_80005,3134_merged_89566
b_484,625,8931,0,BORGO NUOVO,6250,FR_merged_80005,8931_merged_92209
b_115,107,2332,0,STADIO,1070,FR_merged_80005,2332_merged_89872
b_322,309,6217,0,ROCCA,3090,FR_merged_80005,6217_merged_86920
b_408,544,20500,1,JOHN LENNON,5441,FR_merged_80005,20500_merged_89920
b_139,109,2698,0,STAZIONE CENTRALE,1090,FE_merged_80006,2698_merged_87856
a_358,422,6924,0,BORGO NUOVO,4220,FR_merged_80003,6924_merged_81431
b_472,619,,1,STADIO,6191,FR_merged_80005,21259
b_334,327,6406,0,INDIPENDENZA,3270,FR_merged_80005,6406_merged_88849
b_463,616,8600,0,BARCARELLO,6160,FR_merged_80005,8600_merged_88877
b_462,616,,1,STADIO,6161,FR_merged_80005,21138
b_662,EXPR,12740,0,INDIPENDENZA,EXPR0,FR_merged_80005,12740_merged_91406
a_199,212,3900,0,CROCEVERDE,2120,FR_merged_80003,3900_merged_83969
b_102,106,2158,0,STADIO,1060,FR_merged_80005,2158_merged_88976
b_378,513,7307,0,S. GIOVANNI APOSTOLO,5130,FR_merged_80005,7307_merged_88855
b_409,544,20511,1,JOHN LENNON,5441,FR_merged_80005,20511_merged_93230
a_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80004,24018
b_462,616,,1,STADIO,6161,FR_merged_80005,21132
a_406,544,7825,0,MONDELLO,5440,FR_merged_80003,7825_merged_82196
b_462,616,,1,STADIO,6161,FR_merged_80005,21134
b_334,327,6412,0,INDIPENDENZA,3270,FR_merged_80005,6412_merged_91135
b_462,616,,1,STADIO,6161,FR_merged_80005,21136
b_462,616,,1,STADIO,6161,FR_merged_80005,21137
b_208,224,4046,1,POMARA,2241,FE_merged_80006,4046_merged_87771
b_340,364,6522,0,AQUINO,3640,FE_merged_80006,6522_merged_88203
a_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80003,22728
a_618,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80003,22729
a_433,606,,1,STADIO,6061,FR_merged_80003,20856
a_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80003,22724
a_91,104,1972,0,VIA D. DELLA VERDURA,1040,FR_merged_80003,1972_merged_82003
a_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80003,22726
a_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80003,22727
a_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80003,22720
a_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80003,22721
a_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80003,22722
a_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80003,22723
a_659,EXPR,12674,0,INDIPENDENZA,EXPR0,FE_merged_80004,12674_merged_82389
a_151,110,2973,0,INDIPENDENZA,1100,FR_merged_80003,2973_merged_86152
b_232,230,17590,1,STAZIONE CENTRALE,2301,FR_merged_80005,17590_merged_87907
b_104,106,2184,0,STADIO,1060,FR_merged_80005,2184_merged_89071
a_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80004,24019
b_190,210,3742,0,VIALE DEI PICCIOTTI,2100,FE_merged_80006,3742_merged_86901
b_760,TRAM4,23931,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80006,23931_merged_90608
b_320,309,19140,1,PARCHEGGIO BASILE,3091,FR_merged_80005,19140_merged_91999
b_170,124,3310,0,POLITEAMA,1240,FR_merged_80005,3310_merged_92549
a_608,84,11605,0,VALDESI,840,FR_merged_80003,11605_merged_82903
a_377,513,,0,S. GIOVANNI APOSTOLO,5130,FE_merged_80004,7293
b_292,246,,0,STAZIONE CENTRALE,2460,FE_merged_80006,5601
b_648,ARANC,23255,1,PORTA FELICE,ARANC1,FR_merged_80005,23255_merged_90495
b_445,614,8372,0,PARTANNA - MONDELLO,6140,FR_merged_80005,8372_merged_88211
a_633,88,12187,0,PUNTA MATESE,880,FR_merged_80003,12187_merged_82847
b_264,237,,1,PARCHEGGIO ORETO,2371,FE_merged_80006,18012
a_616,85,11805,0,VALDESI,850,FE_merged_80004,11805_merged_84065
b_615,85,,1,PARCHEGGIO GALATEA,851,FE_merged_80006,22598
b_640,ARANC,,1,PORTA FELICE,ARANC1,FE_merged_80006,23136
a_233,230,4516,1,STAZIONE CENTRALE,2301,FR_merged_80003,4516_merged_85861
a_404,544,20506,1,JOHN LENNON,5441,FE_merged_80004,20506_merged_83159
b_713,TRAM1,,0,STAZIONE CENTRALE,TRAM10,FE_merged_80006,13185
b_661,EXPR,23517,1,PARCHEGGIO BASILE,EXPR1,FR_merged_80005,23517_merged_88070
a_140,109,16069,1,PARCHEGGIO BASILE,1091,FR_merged_80003,16069_merged_80886
b_397,534,7671,1,JOHN LENNON,5341,FR_merged_80005,7671_merged_90192
a_594,812,11323,1,PORTO,8121,FE_merged_80004,11323_merged_82357
b_242,231,17717,1,STAZIONE CENTRALE,2311,FR_merged_80005,17717_merged_88148
a_741,TRAM2,13988,1,BORGO NUOVO,TRAM21,FE_merged_80004,13988_merged_80338
b_310,307,18998,1,PARCHEGGIO BASILE,3071,FR_merged_80005,18998_merged_92543
a_646,ARANC,12445,0,INDIPENDENZA,ARANC0,FR_merged_80003,12445_merged_80482
a_660,EXPR,23537,1,PARCHEGGIO BASILE,EXPR1,FE_merged_80004,23537_merged_83307
b_100,106,,1,PARCHEGGIO EMIRI,1061,FE_merged_80006,15462
b_662,EXPR,12758,0,INDIPENDENZA,EXPR0,FR_merged_80005,12758_merged_88115
a_197,212,3866,0,CROCEVERDE,2120,FE_merged_80004,3866_merged_85825
b_632,88,12151,0,PUNTA MATESE,880,FE_merged_80006,12151_merged_91775
b_141,109,16053,1,PARCHEGGIO BASILE,1091,FR_merged_80005,16053_merged_93133
b_397,534,7674,0,BAIDA,5340,FR_merged_80005,7674_merged_89781
a_232,230,,0,VILLACIAMBRA,2300,FR_merged_80003,4513
a_500,628,9282,0,STADIO,6280,FR_merged_80003,9282_merged_82101
a_433,606,8194,0,MONDELLO,6060,FR_merged_80003,8194_merged_84335
b_253,234,4823,0,STAZIONE CENTRALE,2340,FR_merged_80005,4823_merged_91032
b_570,806,10741,1,POLITEAMA,8061,FR_merged_80005,10741_merged_87307
b_68,102,14928,1,STAZ. NOTARBARTOLO,1021,FR_merged_80005,14928_merged_93251
b_114,107,2317,0,STADIO,1070,FE_merged_80006,2317_merged_90118
b_366,442,7071,0,UDITORE,4420,FR_merged_80005,7071_merged_91956
b_100,106,,1,PARCHEGGIO EMIRI,1061,FE_merged_80006,15465
b_1,100,2,0,TOMMASO NATALE,1000,FR_merged_80005,2_merged_87351
b_546,731,22117,1,VERGINE MARIA,7311,FE_merged_80006,22117_merged_88219
b_495,628,9167,0,STADIO,6280,FE_merged_80006,9167_merged_89926
b_31,101,623,1,STADIO,1011,FR_merged_80005,623_merged_89033
b_160,118,3138,0,STAZ. NOTARBARTOLO,1180,FR_merged_80005,3138_merged_90449
a_243,231,,1,STAZIONE CENTRALE,2311,FR_merged_80003,17776
a_243,231,,1,STAZIONE CENTRALE,2311,FR_merged_80003,17775
a_473,619,8753,0,S. FILIPPO NERI,6190,FR_merged_80003,8753_merged_81073
a_243,231,,1,STAZIONE CENTRALE,2311,FR_merged_80003,17773
a_243,231,,1,STAZIONE CENTRALE,2311,FR_merged_80003,17772
a_243,231,,1,STAZIONE CENTRALE,2311,FR_merged_80003,17771
a_243,231,,1,STAZIONE CENTRALE,2311,FR_merged_80003,17770
b_197,212,3869,0,CROCEVERDE,2120,FE_merged_80006,3869_merged_92583
a_2,100,,1,VIA ORETO,1001,FR_merged_80003,14783
a_547,731,10263,0,CROCI,7310,FE_merged_80004,10263_merged_82779
a_168,124,3266,0,POLITEAMA,1240,FE_merged_80004,3266_merged_81347
b_65,102,14873,1,STAZ. NOTARBARTOLO,1021,FE_merged_80006,14873_merged_87878
b_606,84,22375,1,MONDELLO (TORRE),841,FR_merged_80005,22375_merged_91132
a_220,226,4277,0,POMARA,2260,FE_merged_80004,4277_merged_81561
a_418,603,,1,STADIO,6031,FE_merged_80004,20668
a_186,209,3628,0,FALSOMIELE,2090,FR_merged_80003,3628_merged_81469
a_751,TRAM3,14329,0,STAZ. NOTARBARTOLO,TRAM30,FE_merged_80004,14329_merged_80451
b_100,106,,1,PARCHEGGIO EMIRI,1061,FE_merged_80006,15464
a_418,603,,1,STADIO,6031,FE_merged_80004,20663
a_19,101,330,0,STAZIONE CENTRALE,1010,FR_merged_80003,330_merged_81349
b_177,134,,1,JOHN LENNON,1341,FE_merged_80006,16713
a_418,603,,1,STADIO,6031,FE_merged_80004,20667
a_418,603,,1,STADIO,6031,FE_merged_80004,20666
a_418,603,,1,STADIO,6031,FE_merged_80004,20665
a_418,603,,1,STADIO,6031,FE_merged_80004,20664
a_499,628,9273,1,SFERRACAVALLO,6281,FR_merged_80003,9273_merged_86563
a_281,243,5412,0,BONAGIA,2430,FE_merged_80004,5412_merged_81326
b_16,101,258,0,STAZIONE CENTRALE,1010,FE_merged_80006,258_merged_87028
a_662,EXPR,12760,0,INDIPENDENZA,EXPR0,FR_merged_80003,12760_merged_84892
b_471,619,8710,0,S. FILIPPO NERI,6190,FE_merged_80006,8710_merged_86981
b_640,ARANC,12331,0,INDIPENDENZA,ARANC0,FE_merged_80006,12331_merged_89339
b_82,103,15172,1,JOHN LENNON,1031,FR_merged_80005,15172_merged_87830
b_113,107,,1,STAZIONE CENTRALE,1071,FE_merged_80006,15638
b_140,109,2711,0,STAZIONE CENTRALE,1090,FR_merged_80005,2711_merged_90622
b_140,109,2721,0,STAZIONE CENTRALE,1090,FR_merged_80005,2721_merged_87160
a_408,544,,1,JOHN LENNON,5441,FR_merged_80003,20556
b_100,106,,1,PARCHEGGIO EMIRI,1061,FE_merged_80006,15467
a_563,806,10593,0,MONDELLO,8060,FE_merged_80004,10593_merged_81391
b_152,110,,1,JOHN LENNON,1101,FR_merged_80005,16290
a_310,307,6037,0,BORGO NUOVO,3070,FR_merged_80003,6037_merged_83002
b_530,704,,0,POLITEAMA,7040,FE_merged_80006,9924
b_141,109,2726,0,STAZIONE CENTRALE,1090,FR_merged_80005,2726_merged_87158
a_240,231,4621,0,POMARA,2310,FE_merged_80004,4621_merged_80923
b_402,544,,1,JOHN LENNON,5441,FE_merged_80006,20446
b_402,544,,1,JOHN LENNON,5441,FE_merged_80006,20445
b_402,544,,1,JOHN LENNON,5441,FE_merged_80006,20444
b_441,614,,1,STADIO,6141,FE_merged_80006,20911
a_408,544,,1,JOHN LENNON,5441,FR_merged_80003,20553
b_366,442,7072,0,UDITORE,4420,FR_merged_80005,7072_merged_91957
b_441,614,,1,STADIO,6141,FE_merged_80006,20912
a_318,309,6159,0,ROCCA,3090,FE_merged_80004,6159_merged_83454
a_346,380,6659,0,MOLARA,3800,FE_merged_80004,6659_merged_81809
b_442,614,,1,STADIO,6141,FE_merged_80006,20919
a_192,210,3769,1,PARCHEGGIO ORETO,2101,FR_merged_80003,3769_merged_86227
b_403,544,,1,JOHN LENNON,5441,FE_merged_80006,20449
b_402,544,,1,JOHN LENNON,5441,FE_merged_80006,20448
b_284,243,5465,0,BONAGIA,2430,FR_merged_80005,5465_merged_92826
a_623,87,11951,0,PARTANNA MONDELLO,870,FE_merged_80004,11951_merged_82937
b_407,544,20494,1,JOHN LENNON,5441,FR_merged_80005,20494_merged_92902
b_447,614,20978,1,STADIO,6141,FR_merged_80005,20978_merged_89553
a_558,806,10449,1,POLITEAMA,8061,FE_merged_80004,10449_merged_84799
b_199,212,3898,0,CROCEVERDE,2120,FR_merged_80005,3898_merged_89729
a_27,101,519,0,STAZIONE CENTRALE,1010,FR_merged_80003,519_merged_82262
a_30,101,592,0,STAZIONE CENTRALE,1010,FR_merged_80003,592_merged_81314
b_33,101,670,1,STADIO,1011,FR_merged_80005,670_merged_93026
a_430,606,20798,1,STADIO,6061,FE_merged_80004,20798_merged_86223
b_714,TRAM1,13240,0,STAZIONE CENTRALE,TRAM10,FE_merged_80006,13240_merged_92315
a_185,209,3617,0,FALSOMIELE,2090,FE_merged_80004,3617_merged_84541
a_198,212,3890,0,CROCEVERDE,2120,FE_merged_80004,3890_merged_82970
b_294,246,18651,1,OSPEDALE CIVICO,2461,FR_merged_80005,18651_merged_91228
a_546,731,10247,0,CROCI,7310,FE_merged_80004,10247_merged_82586
b_68,102,14926,1,STAZ. NOTARBARTOLO,1021,FR_merged_80005,14926_merged_91861
a_787,628P,,0,STADIO,628P0,FR_merged_80003,9285
b_463,616,,1,STADIO,6161,FR_merged_80005,21147
a_303,304,5875,0,VILLA TASCA,3040,FR_merged_80003,5875_merged_86056
b_431,606,8139,0,MONDELLO,6060,FE_merged_80006,8139_merged_93393
b_282,243,,1,STAZIONE CENTRALE,2431,FE_merged_80006,18422
b_282,243,,1,STAZIONE CENTRALE,2431,FE_merged_80006,18423
b_282,243,,1,STAZIONE CENTRALE,2431,FE_merged_80006,18420
b_282,243,,1,STAZIONE CENTRALE,2431,FE_merged_80006,18421
b_253,234,4828,0,STAZIONE CENTRALE,2340,FR_merged_80005,4828_merged_88614
b_282,243,,1,STAZIONE CENTRALE,2431,FE_merged_80006,18427
b_282,243,,1,STAZIONE CENTRALE,2431,FE_merged_80006,18424
b_282,243,,1,STAZIONE CENTRALE,2431,FE_merged_80006,18425
b_530,704,,0,POLITEAMA,7040,FE_merged_80006,9926
b_282,243,,1,STAZIONE CENTRALE,2431,FE_merged_80006,18428
b_160,118,3147,0,STAZ. NOTARBARTOLO,1180,FR_merged_80005,3147_merged_91209
b_547,731,10242,0,CROCI,7310,FE_merged_80006,10242_merged_89344
b_419,603,,1,STADIO,6031,FE_merged_80006,20612
b_534,704,9987,0,POLITEAMA,7040,FR_merged_80005,9987_merged_88687
a_623,87,11969,0,PARTANNA MONDELLO,870,FE_merged_80004,11969_merged_85436
a_292,246,18649,1,OSPEDALE CIVICO,2461,FE_merged_80004,18649_merged_80227
b_671,N11_merged_80002,,0,VIA SARULLO,N110,FE_merged_80006,12930
a_722,TRAM1,13492,0,STAZIONE CENTRALE,TRAM10,FR_merged_80003,13492_merged_84909
b_672,N11_merged_80002,,0,VIA SARULLO,N110,FE_merged_80006,12937
a_669,N11_merged_80001,,0,VIA SARULLO,N110,FE_merged_80004,12934
a_569,806,10728,1,POLITEAMA,8061,FR_merged_80003,10728_merged_86565
b_277,241,,1,PARCHEGGIO ORETO,2411,FR_merged_80005,18312
b_395,534,7633,0,BAIDA,5340,FE_merged_80006,7633_merged_89692
a_518,645,9677,0,PARTANNA,6450,FR_merged_80003,9677_merged_80887
a_199,212,3904,0,CROCEVERDE,2120,FR_merged_80003,3904_merged_83966
b_310,307,6036,0,BORGO NUOVO,3070,FR_merged_80005,6036_merged_89766
b_530,704,,1,PARCHEGGIO FRANCIA,7041,FE_merged_80006,21839
a_267,237,18116,1,PARCHEGGIO ORETO,2371,FR_merged_80003,18116_merged_84852
a_292,246,5617,0,STAZIONE CENTRALE,2460,FE_merged_80004,5617_merged_80234
a_22,101,412,1,STADIO,1011,FR_merged_80003,412_merged_81933
a_185,209,3605,0,FALSOMIELE,2090,FE_merged_80004,3605_merged_81254
b_81,103,1791,0,PORTA FELICE,1030,FR_merged_80005,1791_merged_89675
a_485,625,,1,STADIO,6251,FR_merged_80003,21538
b_523,675,21659,1,STADIO,6751,FE_merged_80006,21659_merged_87273
a_346,380,19610,1,PARCHEGGIO BASILE,3801,FE_merged_80004,19610_merged_82044
a_561,806,10538,1,POLITEAMA,8061,FE_merged_80004,10538_merged_80652
b_433,606,8188,0,MONDELLO,6060,FR_merged_80005,8188_merged_89896
a_485,625,,1,STADIO,6251,FR_merged_80003,21539
b_191,210,3759,0,VIALE DEI PICCIOTTI,2100,FR_merged_80005,3759_merged_90110
a_719,TRAM1,13391,0,STAZIONE CENTRALE,TRAM10,FR_merged_80003,13391_merged_85008
b_517,645,,1,STADIO,6451,FR_merged_80005,21583
b_496,628,9178,0,STADIO,6280,FE_merged_80006,9178_merged_87400
b_70,102,14968,1,STAZ. NOTARBARTOLO,1021,FR_merged_80005,14968_merged_92805
b_18,101,307,0,STAZIONE CENTRALE,1010,FR_merged_80005,307_merged_91384
a_458,616,8543,0,BARCARELLO,6160,FE_merged_80004,8543_merged_80671
b_385,529,,1,JOHN LENNON,5291,FE_merged_80006,20168
b_69,102,1575,0,STAZIONE CENTRALE,1020,FR_merged_80005,1575_merged_90212
a_458,616,,1,STADIO,6161,FE_merged_80004,21169
a_346,380,6661,0,MOLARA,3800,FE_merged_80004,6661_merged_86640
a_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80004,24014
a_719,TRAM1,13398,1,ROCCELLA,TRAM11,FR_merged_80003,13398_merged_83042
a_485,625,,1,STADIO,6251,FR_merged_80003,21535
a_372,462,7193,0,BAIDA,4620,FR_merged_80003,7193_merged_83521
b_170,124,16569,1,PARCHEGGIO EMIRI,1241,FR_merged_80005,16569_merged_89148
a_558,806,10460,0,MONDELLO,8060,FE_merged_80004,10460_merged_84586
b_152,110,,0,INDIPENDENZA,1100,FR_merged_80005,2975
b_221,226,4282,0,POMARA,2260,FR_merged_80005,4282_merged_89093
a_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80004,24016
b_431,606,8148,0,MONDELLO,6060,FE_merged_80006,8148_merged_88176
a_250,234,17876,1,VIA ORETO,2341,FE_merged_80004,17876_merged_85144
a_266,237,5035,0,STAZIONE CENTRALE,2370,FR_merged_80003,5035_merged_81031
a_24,101,457,1,STADIO,1011,FR_merged_80003,457_merged_81425
a_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80004,24017
b_546,731,10232,0,CROCI,7310,FE_merged_80006,10232_merged_92410
b_27,101,534,0,STAZIONE CENTRALE,1010,FR_merged_80005,534_merged_88788
a_567,806,10673,0,MONDELLO,8060,FR_merged_80003,10673_merged_84654
b_33,101,664,1,STADIO,1011,FR_merged_80005,664_merged_90946
a_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80004,24010
b_266,237,18063,1,PARCHEGGIO ORETO,2371,FR_merged_80005,18063_merged_89835
a_463,616,,0,BARCARELLO,6160,FR_merged_80003,8606
a_463,616,,0,BARCARELLO,6160,FR_merged_80003,8607
a_463,616,,1,STADIO,6161,FR_merged_80003,8604
a_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80004,24011
a_644,ARANC,23261,1,PORTA FELICE,ARANC1,FR_merged_80003,23261_merged_80244
b_230,230,,0,VILLACIAMBRA,2300,FR_merged_80005,4471
b_669,N11_merged_80002,,1,CASA DEL SOLE,N111,FE_merged_80006,23694
b_662,EXPR,12757,0,INDIPENDENZA,EXPR0,FR_merged_80005,12757_merged_88118
b_493,628,,0,STADIO,6280,FE_merged_80006,9109
a_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80004,24012
a_358,422,6926,0,BORGO NUOVO,4220,FR_merged_80003,6926_merged_81433
b_723,TRAM1,13475,0,STAZIONE CENTRALE,TRAM10,FR_merged_80005,13475_merged_92375
b_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80005,22650
a_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80004,24013
a_67,102,14952,1,STAZ. NOTARBARTOLO,1021,FR_merged_80003,14952_merged_82472
b_617,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80005,22651
a_249,234,4777,0,STAZIONE CENTRALE,2340,FE_merged_80004,4777_merged_83817
b_267,237,5057,0,STAZIONE CENTRALE,2370,FR_merged_80005,5057_merged_87052
b_115,107,2339,0,STADIO,1070,FR_merged_80005,2339_merged_89879
b_29,101,569,0,STAZIONE CENTRALE,1010,FR_merged_80005,569_merged_89861
a_281,243,5395,0,BONAGIA,2430,FE_merged_80004,5395_merged_84058
a_604,84,11506,0,VALDESI,840,FE_merged_80004,11506_merged_86312
b_548,731,10263,0,CROCI,7310,FR_merged_80005,10263_merged_89542
b_285,243,5477,0,BONAGIA,2430,FR_merged_80005,5477_merged_92088
a_715,TRAM1,13306,1,ROCCELLA,TRAM11,FE_merged_80004,13306_merged_80821
b_243,231,17725,1,STAZIONE CENTRALE,2311,FR_merged_80005,17725_merged_91930
a_264,237,18049,1,PARCHEGGIO ORETO,2371,FE_merged_80004,18049_merged_83302
b_385,529,7448,0,OSPEDALE CERVELLO,5290,FE_merged_80006,7448_merged_88160
b_570,806,10742,0,MONDELLO,8060,FR_merged_80005,10742_merged_87306
b_759,TRAM4,,1,STAZ. NOTARBARTOLO,TRAM41,FE_merged_80006,23915
b_433,606,8175,0,MONDELLO,6060,FR_merged_80005,8175_merged_89964
a_26,101,506,0,STAZIONE CENTRALE,1010,FR_merged_80003,506_merged_85801
a_770,224P,4080,1,VILLABATE,224P1,FR_merged_80003,4080_merged_82345
a_101,106,15531,1,PARCHEGGIO EMIRI,1061,FE_merged_80004,15531_merged_82924
a_142,109,2748,0,STAZIONE CENTRALE,1090,FR_merged_80003,2748_merged_81158
b_618,85,,1,PARCHEGGIO GALATEA,851,FR_merged_80005,22658
b_141,109,2738,0,STAZIONE CENTRALE,1090,FR_merged_80005,2738_merged_88529
b_634,88,23011,1,PUNTA BARCARELLO,881,FR_merged_80005,23011_merged_87348
b_570,806,10743,1,POLITEAMA,8061,FR_merged_80005,10743_merged_87305
b_334,327,6410,0,INDIPENDENZA,3270,FR_merged_80005,6410_merged_88757
b_742,TRAM2,13996,0,STAZ. NOTARBARTOLO,TRAM20,FE_merged_80006,13996_merged_90330
a_501,628,9301,1,SFERRACAVALLO,6281,FR_merged_80003,9301_merged_81524
b_284,243,18457,1,STAZIONE CENTRALE,2431,FR_merged_80005,18457_merged_91923
b_634,88,23009,1,PUNTA BARCARELLO,881,FR_merged_80005,23009_merged_90867
a_208,224,4055,1,POMARA,2241,FE_merged_80004,4055_merged_84526
b_607,84,11566,0,VALDESI,840,FR_merged_80005,11566_merged_87013
a_266,237,18094,1,PARCHEGGIO ORETO,2371,FR_merged_80003,18094_merged_80318
b_264,237,4987,0,STAZIONE CENTRALE,2370,FE_merged_80006,4987_merged_88302
b_462,616,8579,0,BARCARELLO,6160,FR_merged_80005,8579_merged_89856
a_604,84,11521,0,VALDESI,840,FE_merged_80004,11521_merged_86544
a_751,TRAM3,14332,1,CEP,TRAM31,FE_merged_80004,14332_merged_83392
a_659,EXPR,23511,1,PARCHEGGIO BASILE,EXPR1,FE_merged_80004,23511_merged_81298
a_444,614,8379,0,PARTANNA - MONDELLO,6140,FR_merged_80003,8379_merged_81452
b_243,231,17730,1,STAZIONE CENTRALE,2311,FR_merged_80005,17730_merged_88421
a_531,704,9955,0,POLITEAMA,7040,FE_merged_80004,9955_merged_83976
a_309,307,6025,0,BORGO NUOVO,3070,FR_merged_80003,6025_merged_84158
a_366,442,7058,0,UDITORE,4420,FR_merged_80003,7058_merged_85438
a_616,85,11809,0,VALDESI,850,FE_merged_80004,11809_merged_84054
b_342,364,19489,1,PARCHEGGIO BASILE,3641,FR_merged_80005,19489_merged_87514
a_640,ARANC,12340,0,INDIPENDENZA,ARANC0,FE_merged_80004,12340_merged_86122
a_293,246,18672,1,OSPEDALE CIVICO,2461,FE_merged_80004,18672_merged_84695
a_358,422,6922,0,BORGO NUOVO,4220,FR_merged_80003,6922_merged_81437
b_599,812,11386,1,PORTO,8121,FR_merged_80005,11386_merged_88472
a_66,102,14945,1,STAZ. NOTARBARTOLO,1021,FE_merged_80004,14945_merged_85770
b_672,N11_merged_80002,,1,CASA DEL SOLE,N111,FE_merged_80006,23708
a_277,241,,0,FALSOMIELE,2410,FR_merged_80003,5320
b_646,ARANC,23226,1,PORTA FELICE,ARANC1,FR_merged_80005,23226_merged_87483
a_502,628,9337,1,SFERRACAVALLO,6281,FR_merged_80003,9337_merged_85264
b_643,ARANC,23183,1,PORTA FELICE,ARANC1,FE_merged_80006,23183_merged_88343
a_292,246,18638,1,OSPEDALE CIVICO,2461,FE_merged_80004,18638_merged_85197
b_533,704,9983,0,POLITEAMA,7040,FR_merged_80005,9983_merged_88690
a_566,806,10658,0,MONDELLO,8060,FR_merged_80003,10658_merged_84411
b_662,EXPR,23548,1,PARCHEGGIO BASILE,EXPR1,FR_merged_80005,23548_merged_93172
a_495,628,9180,1,SFERRACAVALLO,6281,FE_merged_80004,9180_merged_83643
